,ID,PDF saved,Document Link,Franchisor,Name of Franchise,Document Type,Year,File Number,Notes,Received Date,Added On
803,PDF0803,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E0161E64-0000-CA3C-BF22-957D7A231E45},"BAM FRANCHISING, INC.",BRICKS AND MINIFIGS,Disclosure Form,2018,7847,CLEAN FDD,04/23/2018,06/20/2018
804,PDF0804,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={94BDFD80-AC39-4860-A11E-332E9B0A8E46},"Servpro Industries, Inc.",SERVPRO,Disclosure Form,2016,786,2016 Blackline Unit FDD,03/30/2016,05/24/2016
805,PDF0805,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={20737A72-0000-C821-A884-BEF13AEAFC27},M. H. Franchise Company Inc. ,Teriyaki Madness,Disclosure Form,2020,7875,,04/17/2020,6/3/2020
806,PDF0806,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={10737A72-0000-C315-BF49-DCABC055F809},M. H. Franchise Company Inc. ,Teriyaki Madness,Disclosure Form,2020,7875,,04/17/2020,6/3/2020
807,PDF0807,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={8F932B21-7998-4584-AC5C-97236B2E6D3D},"Urban Franchise Systems, LLC",Urban Franchise,Disclosure Form,2016,7879,FDD,03/21/2016,5/3/2016
808,PDF0808,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={FD7F07F1-A879-414C-9E91-06ED0552623B},"Cookie Cutters Franchising, Inc.",Cookie Cutters,Disclosure Form,2016,7881,,03/30/2016,5/4/2016
809,PDF0809,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F0F40173-0000-C55E-A59F-C5827174C707},"Cookie Cutters Franchising, Inc.",Cookie Cutters,Disclosure Form,2020,7881,CLEAN FDD,05/14/2020,06/29/2020
810,PDF0810,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E0F40173-0000-CE39-B7A2-33B7413995C1},"Cookie Cutters Franchising, Inc.",Cookie Cutters,Disclosure Form,2020,7881,REDLINED FDD,05/14/2020,06/29/2020
811,PDF0811,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C0F40173-0000-C6B0-AA1C-6739ECEE9824},"Cookie Cutters Franchising, Inc.",Cookie Cutters,Disclosure Form,2020,7881,CLEAN FDD,05/14/2020,06/29/2020
812,PDF0812,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C0F40173-0000-C439-AD2A-1B56C83AAF9A},"Cookie Cutters Franchising, Inc.",Cookie Cutters,Disclosure Form,2020,7881,REDLINED FDD,05/14/2020,06/29/2020
813,PDF0813,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={8020CD78-0000-C08C-B94F-57C2F31C5814},COOKIE CUTTERS FRANCHISING INC,COOKIE CUTTERS,Disclosure Form,2021,7881,,03/30/2021,04/13/2021
814,PDF0814,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={7020CD78-0000-C319-B95B-FAFA4A08E61E},COOKIE CUTTERS FRANCHISING INC,COOKIE CUTTERS,Disclosure Form,2021,7881,,03/30/2021,04/13/2021
815,PDF0815,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={2666F6DF-9CFF-4B1B-B8F6-0A075AC0BA82},"SBS Franchising, Inc.",Stratus Building Solutions,Disclosure Form,2017,7883,Clean FDD,03/31/2017,5/1/2017
816,PDF0816,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={CB3E1688-A38C-458F-B775-54521955D6C9},"SBS Franchising, Inc.",Stratus Building Solutions,Disclosure Form,2017,7883,Marked FDD,03/31/2017,5/1/2017
817,PDF0817,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={EBD8EC9E-61D1-4BE4-BEEE-3337FF47DCF2},American Express Travel Related Services Company,American Express Travel Related Services,Disclosure Form,2017,7894,Marked FDD,03/31/2017,5/9/2017
818,PDF0818,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={DAF28BDF-0739-4DDA-88FE-5C5AF903A93E},"MOD Super Fast Pizza Franchising, LLC",MOD Pizza,Disclosure Form,2017,7926,Clean FDD,04/13/2017,5/10/2017
819,PDF0819,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={364EEB7D-7232-421B-AA13-22C51F809041},"MOD Super Fast Pizza Franchising, LLC",MOD Pizza,Disclosure Form,2017,7926,Marked FDD,04/13/2017,5/10/2017
820,PDF0820,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={4166F35B-3DC5-418C-9639-E08FEB7CC649},Natural Awakenings Publishing Corproation,Natural Awakenings,Disclosure Form,2016,7933,Clean FDD,04/14/2016,05/20/2016
821,PDF0821,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A0006063-0000-CA5D-897A-8BE9D2E640BA},"Big Air Franchising, LLC",Big Air Trampoline Park,Disclosure Form,2018,7949,AR FDD Redline ,05/14/2018,05/14/2018
822,PDF0822,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A0006063-0000-C93E-A69D-2E44A8611830},"Big Air Franchising, LLC",Big Air Trampoline Park,Disclosure Form,2018,7949,Big Air Clean FDD,05/14/2018,05/14/2018
823,PDF0823,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B0B3A364-0000-C93D-9575-31B3AAAE5663},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR Certification,04/26/2018,07/16/2018
824,PDF0824,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A0B3A364-0000-C297-9F31-3774EBA333F8},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR Consent to Process,04/26/2018,07/16/2018
825,PDF0825,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A0B3A364-0000-CE79-96CA-3C8B86193BDC},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR FDD redline,04/26/2018,07/16/2018
826,PDF0826,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A0B3A364-0000-CD5E-B56B-41A842874AB6},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR Not useable - Part of Initial filing,04/26/2018,07/16/2018
827,PDF0827,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A0B3A364-0000-CE1F-9FD1-140180D965DB},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR FDD Clean Copy no redlined,04/26/2018,07/16/2018
828,PDF0828,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={90B3A364-0000-C395-BF2D-68F1F0E90C94},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR Costs and Sources,04/26/2018,07/16/2018
829,PDF0829,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={90B3A364-0000-C37D-8D6C-6B88382109DB},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR update FDD,04/26/2018,07/16/2018
830,PDF0830,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={90B3A364-0000-CF5D-82C1-A58C69EA1CEF},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR Adendum change,04/26/2018,07/16/2018
831,PDF0831,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={90B3A364-0000-C81D-8565-7632E4E1F8C6},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR FDD clean copy - no redlined,04/26/2018,07/16/2018
832,PDF0832,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A0B2A364-0000-C41C-B7D9-EF9D91621214},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR Certification,04/26/2018,07/16/2018
833,PDF0833,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={90B2A364-0100-C415-8C30-4241A2A00E6B},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR Consent to Process,04/26/2018,07/16/2018
834,PDF0834,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={90B2A364-0000-C3FB-9180-76D1F6D9CD0F},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR FDD redline,04/26/2018,07/16/2018
835,PDF0835,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={90B2A364-0000-C5D5-B0D1-5EDE6C286B4F},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR Not useable - Part of Initial filing,04/26/2018,07/16/2018
836,PDF0836,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={90B2A364-0000-C895-AA94-7B57BAB7D026},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR FDD Clean Copy no redlined,04/26/2018,07/16/2018
837,PDF0837,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={90B2A364-0000-CA79-A920-8EAE2E865435},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR Costs and Sources,04/26/2018,07/16/2018
838,PDF0838,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={90B2A364-0000-C652-B790-2E805BE4660D},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR update FDD,04/26/2018,07/16/2018
839,PDF0839,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={90B2A364-0000-CD32-B0F2-3B201D45142C},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR Adendum change,04/26/2018,07/16/2018
840,PDF0840,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={80B2A364-0000-CC79-ACC5-A1E24B8417A2},"NiteLites Franchise Systems, Inc.",NITELITES,Disclosure Form,2018,7989,AR FDD clean copy - no redlined,04/26/2018,07/16/2018
841,PDF0841,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E017EC6E-0000-CC11-8790-9545F99F78D4},"Kahala Franchising, LLC",Frullati Cafe & Bakery,Disclosure Form,2019,8012,CLEAN FDD,04/18/2019,12/9/2019
842,PDF0842,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={8019EC6E-0000-C353-906B-4AD28459BA46},Kahala Franchising LLC,Kahala Coffee Traders,Disclosure Form,2019,8014,MARKED FDD,04/18/2019,12/9/2019
843,PDF0843,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={8019EC6E-0000-CD33-84CB-C7531F722A72},Kahala Franchising LLC,Kahala Coffee Traders,Disclosure Form,2019,8014,CLEAN FDD,04/18/2019,12/9/2019
844,PDF0844,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D0FEEB6E-0000-CA1A-BB49-7B89B0ABF9EA},"Kahala Franchising, LLC",NrGize Lifestyle Cafe,Disclosure Form,2019,8016,MARKED FDD,04/18/2019,12/9/2019
845,PDF0845,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={60554A74-0000-CC40-AE79-99B9EA5274E4},Blo Blow Dry Bar Inc.,Blo Blow Dry Bar,Disclosure Form,2020,8034,,07/30/2020,9/1/2020
846,PDF0846,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={60554A74-0000-CB25-97F1-A01D7841E90A},Blo Blow Dry Bar Inc.,Blo Blow Dry Bar,Disclosure Form,2020,8034,,07/30/2020,9/1/2020
847,PDF0847,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={002A1D63-0000-C892-B5FE-B24C400AA3FC},"Venture X Franchising, LLC",Venture X,Disclosure Form,2018,8036,AR clean FDD,04/16/2018,5/1/2018
848,PDF0848,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={002A1D63-0000-CA7E-B4F1-66A6D0BAB250},"Venture X Franchising, LLC",Venture X,Disclosure Form,2018,8036,AR Redlined FDD,04/16/2018,5/1/2018
849,PDF0849,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={61283C7B-BB4B-4180-9925-F93BB815303A},"SafeSplash Brands, LLC dba Streamline Brands",SafeSplash Swim School OR Swimtastic Swim School,Disclosure Form,2017,8039,Clean,03/27/2017,04/26/2017
850,PDF0850,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={05FB9545-64BD-4FE7-BD32-08AD194189A3},"Praxis S-10, LLC",PriceFixer.com,Disclosure Form,2017,8094,Clean FDD,02/23/2017,03/15/2017
851,PDF0851,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={75B0E9CC-1ECB-4E76-84C9-D996A6236F9C},"Praxis S-10, LLC",PriceFixer.com,Disclosure Form,2017,8094,Redlined FDD,02/23/2017,03/15/2017
852,PDF0852,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={70624F62-0000-C3AB-AE65-994FEBAAD50B},"Praxis S-10, LLC",PriceFixer.com,Disclosure Form,2018,8094,CLEAN FDD,03/15/2018,03/22/2018
853,PDF0853,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={70624F62-0000-CB6B-884B-1A0B9BEF8AD5},"Praxis S-10, LLC",PriceFixer.com,Disclosure Form,2018,8094,Marked FDD,03/15/2018,03/22/2018
854,PDF0854,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={46509579-2FF5-4558-AAC8-D185F867460B},"Red Lion Hotels Franchising, Inc.",Americas Best Value Inn,Disclosure Form,2016,8104, Cover Letter,01/23/2017,04/28/2017
855,PDF0855,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={FD6F0843-0662-4110-BDF7-B8AF1211E5D8},"Red Lion Hotels Franchising, Inc.",Country Hearth Inn,Disclosure Form,2016,8105, Cover Letter,01/23/2017,04/28/2017
856,PDF0856,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E02164B3-7500-42E2-8FE5-A89F74E53504},"Spray-Net, Inc.",Spray-Net,Disclosure Form,2017,8138,Clean FDD,01/31/2017,3/10/2017
857,PDF0857,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={30CEF072-0000-CD19-BF46-BC4F2AB8A8B2},rytech franchising,rytech,Disclosure Form,2020,8184,Redline,5/5/2020,06/26/2020
858,PDF0858,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E0061079-0000-CE3D-BE11-0C4ED7758381},"Rytech Franchising, Inc.",Rytech,Disclosure Form,2021,8184,,03/26/2021,04/26/2021
859,PDF0859,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={90C81872-0000-CE27-B145-1F8E0BFAF089},"TMH Worldwide, LLC",Trademark Collection ,Disclosure Form,2020,8206,TMH FDD Redline,03/31/2020,05/15/2020
860,PDF0860,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C03CA572-0000-C6CF-B647-6EF2AE8587FB},"Zerorez Franchising System, Inc.",Zerorez,Disclosure Form,2020,8218,REDLINED FDD,03/31/2020,6/11/2020
861,PDF0861,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B03CA572-0100-C919-B520-EB2EB8814BD6},"Zerorez Franchising System, Inc.",Zerorez,Disclosure Form,2020,8218,CLEAN FDD,03/31/2020,6/11/2020
862,PDF0862,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A03D7675-0000-C37F-9D82-0E4561610492},"DaVi Nails Salon and Spa, LLC",DaVi Nails and Em Lash,Disclosure Form,2020,8256,,05/22/2020,10/29/2020
863,PDF0863,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A03D7675-0000-CD5B-A9CF-87DE4A77C5E6},"DaVi Nails Salon and Spa, LLC",DaVi Nails and Em Lash,Disclosure Form,2020,8256,,05/22/2020,10/29/2020
864,PDF0864,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={5023266D-0000-C6B8-95B7-639DF776A2C6},"Dollar Rent A Car, Inc.",Dollar Rent A Car,Disclosure Form,2019,8307,CLEAN FDD,03/28/2019,9/12/2019
865,PDF0865,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={5023266D-0000-C453-B252-2FE4913B43DC},"Dollar Rent A Car, Inc.",Dollar Rent A Car,Disclosure Form,2019,8307,MARKED FDD,03/28/2019,9/12/2019
866,PDF0866,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F0202263-0000-CD75-A3AC-A1FEA0759EF2},"Payroll Vault Franchising, LLC",Payroll Vault,Disclosure Form,2018,8320,Complete blacklined FDD,03/30/2018,5/2/2018
867,PDF0867,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={503D7C65-0000-C1BE-AB28-D0CEE69579A0},"Griswold International, LLC",Griswold Home Care (Full Employment Model),Disclosure Form,2018,8328,AR Updated Redlined FDD,6/7/2018,08/27/2018
868,PDF0868,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={503D7C65-0000-CF9D-A79A-3DCA35F3201E},"Griswold International, LLC",Griswold Home Care (Full Employment Model),Disclosure Form,2018,8328,AR Updated FDD Clean,6/7/2018,08/27/2018
869,PDF0869,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C0377C65-0000-C45F-92DE-D0C8109783C9},"Griswold International, LLC",Griswold Home Care (Full Employment Model),Disclosure Form,2018,8328,AR Updated FDD Clean,6/7/2018,08/27/2018
870,PDF0870,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C0377C65-0000-C216-99F0-D0369125D11A},"Griswold International, LLC",Griswold Home Care (Full Employment Model),Disclosure Form,2018,8328,AR Updated Redlined FDD,6/7/2018,08/27/2018
871,PDF0871,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F0765373-0000-CE92-979D-F36A744EDA51},"Griswold International, LLC",Griswold Home Care (Full Employment Model),Disclosure Form,2020,8328,,5/12/2020,07/15/2020
872,PDF0872,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E0765373-0000-C21C-8B02-FDC236DA2B7F},"Griswold International, LLC",Griswold Home Care (Full Employment Model),Disclosure Form,2020,8328,,5/12/2020,07/15/2020
873,PDF0873,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0068F35E-0000-C434-85A5-05D41A561835},Kahala Franchising LLC,Taco Time,Disclosure Form,2017,8331, FDD,8/2/2017,10/6/2017
874,PDF0874,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={901AEC6E-0000-C437-BF09-AF8C67D936BB},"Kahala Franchising, LLC",TacoTime,Disclosure Form,2019,8331,CLEAN FDD,04/18/2019,12/9/2019
875,PDF0875,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F0487363-0000-C41B-A316-E2DF0B8EACD1},Milliken Services LLC,millicare,Disclosure Form,2018,8332,FDD OK,04/13/2018,05/18/2018
876,PDF0876,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E0487363-0000-C011-8CF0-57CCDD2FD1D5},Milliken Services LLC,millicare,Disclosure Form,2018,8332,Clean Copy,04/13/2018,05/18/2018
877,PDF0877,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={00CF1872-0000-CB11-B029-60FCAD6C6661},"TRC Franchisor, Inc.",The Registry Collection,Disclosure Form,2020,8348,Registry FDD Redline,03/31/2020,05/15/2020
878,PDF0878,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={609CA464-0000-CAE6-8E07-C2FC7C7A9413},"Namaste Nail Sanctuary, LLC (Unit)",Namaste Nail Sanctuary (Unit),Disclosure Form,2018,8365,Marked Copy of UFDD,04/13/2018,07/16/2018
879,PDF0879,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A0A4A464-0000-C3AC-8B89-5DF7C19A99D0},"Namaste Nail Sanctuary, LLC (Representative)",Namaste Nail Sanctuary,Disclosure Form,2018,8366,AR Marked copy of AR FDD,04/13/2018,07/16/2018
880,PDF0880,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E03AC573-0000-C721-B8E0-A76F51918B5A},AR workshop franchising,ar workshop,Disclosure Form,2020,8383,,03/30/2020,8/6/2020
881,PDF0881,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D06B547A-0000-C13A-8D04-B28FC13FE9B4},"New Orleans Brew, LLC",PJ's Coffee of New Orleans,Disclosure Form,2020,8420,FDD blacklined,5/6/2020,06/28/2021
882,PDF0882,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B06D5973-0000-C6EB-B3EF-41727D3E8E87},"New Orleans Brew, LLC",PJ's Coffee of New Orleans,Disclosure Form,2020,8420,,04/22/2020,07/16/2020
883,PDF0883,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A06D5973-0000-C79A-8817-158E1BFF466D},"New Orleans Brew, LLC",PJ's Coffee of New Orleans,Disclosure Form,2020,8420,,04/22/2020,07/16/2020
884,PDF0884,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={3044827A-0000-CB48-BFC1-A97D392720B3},"New Orleans Brew, LLC",PJ's Coffee of New Orleans,Disclosure Form,2021,8420,Complete blackened FDD with an audited financial statement,04/26/2021,7/7/2021
885,PDF0885,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={007D5373-0000-C037-BC44-82A5756EB4E7},"Row House Franchise, LLC",Row House ,Disclosure Form,2020,8453,FDD redline,5/1/2020,07/15/2020
886,PDF0886,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C0B07F72-0000-CBFC-8E4A-22E6DC729DA4},"Worldwide Refinishing Systems, Inc.",DreamMaker Bath & Kitchen by Worldwide,Disclosure Form,2020,8483,UPDATED REDLINED FDD,04/15/2020,6/4/2020
887,PDF0887,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C0B07F72-0000-CF96-8E12-262A7E4167BD},"Worldwide Refinishing Systems, Inc.",DreamMaker Bath & Kitchen by Worldwide,Disclosure Form,2020,8483,REDLINE,04/15/2020,6/4/2020
888,PDF0888,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C0B07F72-0000-CF59-87D9-F3C6ABE950F5},"Worldwide Refinishing Systems, Inc.",DreamMaker Bath & Kitchen by Worldwide,Disclosure Form,2020,8483,CLEAN FDD,04/15/2020,6/4/2020
889,PDF0889,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={204D0572-0000-C3BD-AC9D-11F5ED94635D},"Wyndham Franchisor, LLC",Wyndham,Disclosure Form,2020,8496,Wyndham FDD Redline,03/31/2020,5/11/2020
890,PDF0890,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D02E4973-0000-CEBF-8F1D-B6E0D7440788},"The Hammer & Nails Salon Group, LLC",Hammer & Nails,Disclosure Form,2020,8547,UFDD (Marked pages),05/22/2020,07/13/2020
891,PDF0891,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={00E39573-0000-C0BF-B4EB-B4C575690C56},Natural Awakenings Publishing Corporation,Natural Awakenings,Disclosure Form,2020,8561,"NAPC 2020 FDD - complete, clean",6/9/2020,07/28/2020
892,PDF0892,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={00E39573-0000-C091-9231-22437CAF582E},Natural Awakenings Publishing Corporation,Natural Awakenings,Disclosure Form,2020,8561,"NAPC Redline 2019 FDD v3 to 2020 FDD v2, Complete",6/9/2020,07/28/2020
893,PDF0893,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A026A17A-0100-CB46-9292-0052C0508741},Natural Awakenings Publishing Corp.,Natural Awakenings,Disclosure Form,2021,8561,NAPC 2021 Redlined FDD with all exhibits,04/29/2021,07/13/2021
894,PDF0894,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A026A17A-0100-C82A-8423-01DCA963F8FE},Natural Awakenings Publishing Corp.,Natural Awakenings,Disclosure Form,2021,8561,"NAPC 2021 Complete, clean FDD with all exhibits",04/29/2021,07/13/2021
895,PDF0895,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F0657B6B-0000-C342-BA00-BCA8ACFCD32F},Craters & Freighters Franchise Company,Craters & Freighters,Disclosure Form,2019,8594,BLACKLINED FDD - RENEWAL,04/26/2019,06/21/2019
896,PDF0896,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E0657B6B-0000-CB56-A09F-C8C15F3AC11C},Craters & Freighters Franchise Company,Craters & Freighters,Disclosure Form,2019,8594,CLEAN FDD,04/26/2019,06/21/2019
897,PDF0897,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={70764175-0000-C6C7-98C0-A526799A1C4B},"Maid Right, LLC",Maid Right,Disclosure Form,2020,8629,RL FDD,6/2/2020,10/19/2020
898,PDF0898,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={70764175-0000-CA26-8C11-EB909A694564},"Maid Right, LLC",Maid Right,Disclosure Form,2020,8629,Clean FDD ,6/2/2020,10/19/2020
899,PDF0899,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={400F1A7A-0000-C07E-9FBB-1C5DF6F63810},"Handyman Pro, LLC",Handyman Pro,Disclosure Form,2020,8650,,6/2/2020,06/17/2021
900,PDF0900,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={00171E64-0000-C617-A0A9-C7CDB49923ED},"BAM FRANCHISING, INC.",BRICKS AND MINIFIGS,Disclosure Form,2018,7847,,04/23/2018,06/20/2018
901,PDF0901,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F0161E64-0000-C6CA-B118-3B519F1D33CF},"BAM FRANCHISING, INC.",BRICKS AND MINIFIGS,Disclosure Form,2018,7847,FDD RL DEFEC CORRECTED,04/23/2018,06/20/2018
902,PDF0902,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F0161E64-0000-CF6F-94D9-715DFD3F262A},"BAM FRANCHISING, INC.",BRICKS AND MINIFIGS,Disclosure Form,2018,7847,Marked FDD,04/23/2018,06/20/2018
903,PDF0903,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E0161E64-0000-CA3C-BF22-957D7A231E45},"BAM FRANCHISING, INC.",BRICKS AND MINIFIGS,Disclosure Form,2018,7847,CLEAN FDD,04/23/2018,06/20/2018
904,PDF0904,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={94BDFD80-AC39-4860-A11E-332E9B0A8E46},"Servpro Industries, Inc.",SERVPRO,Disclosure Form,2016,786,2016 Blackline Unit FDD,03/30/2016,05/24/2016
905,PDF0905,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={20737A72-0000-C821-A884-BEF13AEAFC27},M. H. Franchise Company Inc. ,Teriyaki Madness,Disclosure Form,2020,7875,,04/17/2020,6/3/2020
906,PDF0906,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={10737A72-0000-C315-BF49-DCABC055F809},M. H. Franchise Company Inc. ,Teriyaki Madness,Disclosure Form,2020,7875,,04/17/2020,6/3/2020
907,PDF0907,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={8F932B21-7998-4584-AC5C-97236B2E6D3D},"Urban Franchise Systems, LLC",Urban Franchise,Disclosure Form,2016,7879,FDD,03/21/2016,5/3/2016
